construct,delta_200,sd_200,delta_400,sd_400,delta_600,sd_600,delta_800,sd_800,delta_1000,sd_1000,delta_1500,sd_1500
IDRBS-100,0.121639966666667,0.191831844336785,0.128507233333333,0.266354919089516,0.0609529222222222,0.201600507824874,-0.0270726333333333,0.222655416226936,0.115695677777778,0.25304561557435,0.0660867888888888,0.135043725762135
IDRBS-101,0.0669238333333333,0.0312480552287658,0.111977944444444,0.0406898110518195,0.154946277777778,0.0454768409110554,0.206520944444444,0.0418775160454005,0.244112166666667,0.0450209995835832,0.191293166666667,0.0820475971741708
IDRBS-102,0.0498178777777777,0.0376853301113569,0.142245877777778,0.0483647921837461,0.296391655555556,0.0495990904595062,0.456253322222222,0.0778192838533737,0.590210322222222,0.10832223886385,0.678681322222222,0.096251613386358
IDRBS-103,0.00459421111111114,0.263433774864972,0.111704533333333,0.378899652593982,0.125773033333333,0.258658712871039,0.0591347333333334,0.178219405730808,0.0705519222222222,0.195387540874033,0.0619210333333334,0.214519474064279
IDRBS-104,0.0289494777777778,0.0418560273957281,0.114746055555556,0.0320200301225698,0.159944055555556,0.057776824936996,0.226026611111111,0.0365973511511914,0.243430388888889,0.0396765791759901,0.254711166666667,0.0391892191124996
IDRBS-105,0.0577101666666666,0.106376430440958,0.161131055555556,0.0732423750888977,0.187756722222222,0.0800756587286639,0.289092055555556,0.164509851541596,0.386458277777778,0.146397352052827,0.388068944444444,0.157263105224693
IDRBS-106,0.0465768222222222,0.106464496878088,0.0482108888888889,0.0820070723210725,0.0995226222222222,0.108962031265664,0.0246135111111111,0.0834728285094983,0.00506658888888889,0.133700487540981,-0.00354872222222222,0.0728406608920076
IDRBS-107,0.0799790333333333,0.111039562109829,0.122004544444444,0.0812419151580038,0.264470988888889,0.110872167279253,0.408598322222222,0.0640456967358616,0.4783621,0.110263121899221,0.431860211111111,0.126151736864375
IDRBS-108,0.0892455222222223,0.0321350376106353,0.144661077777778,0.0375513301050967,0.267649633333333,0.0477597499395935,0.351898855555556,0.0606116161574684,0.4054143,0.068917900446963,0.446876855555556,0.0578102847687613
IDRBS-109,0.0296245888888889,0.0373202163326877,0.110738666666667,0.0405151345618214,0.240292,0.0403691306416487,0.388991666666667,0.0736279803207483,0.424632666666667,0.108068142486292,0.376526111111111,0.0787902453094519
IDRBS-110,0.0447170888888889,0.0765893687809615,0.0995452555555556,0.0854841686341704,0.147166744444444,0.0630524533303446,0.180886188888889,0.0789110034846764,0.2257323,0.0584071469348786,0.203231188888889,0.0762580114745895
IDRBS-111,0.0432150555555556,0.0269192214873086,0.0890083888888889,0.0270855651822352,0.147947722222222,0.0293644245052486,0.224701055555556,0.0353696221549337,0.258149388888889,0.0476112585486995,0.258104166666667,0.0774831409611471
IDRBS-112,0.0138873777777777,0.116145650215029,0.00392082222222221,0.14260625496839,0.0201574,0.115562997576647,0.0141370444444444,0.11865790509451,0.00387056666666661,0.115400813482661,0.0116576444444444,0.105755293548197
IDRBS-113,0.0572468333333334,0.0302679976578812,0.112621388888889,0.0445913346492747,0.172164388888889,0.0448484042107812,0.2638065,0.0560453399455967,0.352785944444444,0.035931890231663,0.339787166666667,0.0553145208362371
IDRBS-114,0.0282488555555556,0.042608494395194,0.0448579444444445,0.0399730623076376,0.0999736222222222,0.0545421328191972,0.184304622222222,0.0818235476807682,0.180411511111111,0.0810925800431741,0.152193511111111,0.0700114764153607
IDRBS-115,-0.0254398333333334,0.140165489540757,0.0241530666666666,0.0855381891028212,0.128105711111111,0.167093185810003,0.196442122222222,0.115337733064734,0.237811677777778,0.115299581960916,0.310384677777778,0.140809264455014
IDRBS-116,0.0851588666666667,0.0489155212811077,0.180928755555556,0.0312691477690915,0.359038644444444,0.0694163639636237,0.576268088888889,0.0675854740590655,0.7325072,0.086230599609434,0.761002422222222,0.0514241181479755
IDRBS-117,0.0525318555555556,0.0667430292251953,0.0998951333333333,0.0816867713691453,0.124761133333333,0.0650291421313553,0.223766577777778,0.0732136209168721,0.229526688888889,0.112320919901753,0.243525466666667,0.0800231667327656
IDRBS-118,0.1013286,0.017493902009486,0.182621266666667,0.0362336253657083,0.315988266666667,0.0245411397645362,0.377792933333333,0.0649877828906518,0.453667711111111,0.0557294279892016,0.4687716,0.0613572130394423
IDRBS-119,0.0859862333333333,0.0528569481163546,0.183794344444444,0.0607513495658967,0.341212455555556,0.06562774677568,0.513917566666667,0.0741545084576791,0.606048122222222,0.121780669116939,0.612603344444444,0.158319871725892
IDRBS-120,0.0928013,0.0643190109586583,0.194778855555556,0.0807181667078594,0.340816522222222,0.104297192955609,0.507939522222222,0.0525883788243129,0.562706855555556,0.0388121304507724,0.541920966666667,0.075649977804359
IDRBS-121,0.0433314,0.0497189311649748,0.162240311111111,0.0455246272502984,0.346998533333333,0.0770056023547475,0.508821311111111,0.0625420314728712,0.554204533333333,0.123504634114545,0.5142722,0.0927497932861174
IDRBS-122,0.0514757,0.0316931514404138,0.1445547,0.0448364995034737,0.307023366666667,0.0686204980366654,0.4948267,0.0638257503455698,0.623800033333333,0.0509038262822649,0.673197255555556,0.082174926349847
IDRBS-123,0.0958737,0.0493238643489133,0.207320255555556,0.0531602161518628,0.342472922222222,0.0718016483190285,0.483939033333333,0.0576946629694636,0.607749144444445,0.0682945853286538,0.659981922222222,0.0739810982655667
IDRBS-124,0.0627274,0.0532292622884021,0.146920288888889,0.0350820267320549,0.249572733333333,0.0323060215237423,0.362833733333333,0.0526484779845771,0.440099733333333,0.0686609638008927,0.465584288888889,0.0913355879030929
IDRBS-125,0.0293000111111111,0.0390638160681481,0.106303866666667,0.0893568637566947,0.157169866666667,0.0502370608364233,0.2539672,0.0635240416390323,0.268434533333333,0.0563475276803029,0.237972533333333,0.0530827653773567
IDRBS-126,0.0587978222222222,0.0366303774504433,0.122067222222222,0.060996912463271,0.222591111111111,0.0318597637521625,0.307055222222222,0.0418999427138862,0.359825777777778,0.0787878976853485,0.355993444444444,0.0543704837024215
IDRBS-127,0.0420966777777778,0.0285223488316082,0.114121677777778,0.0302673139627874,0.2319879,0.0531539284315138,0.370515233333333,0.0720385090151614,0.482822344444444,0.0575032518100522,0.448708677777778,0.0568060133869817
IDRBS-128,0.0700266333333333,0.0462952690938556,0.163882855555556,0.0483348063857742,0.236922855555556,0.0733226789411044,0.312860744444444,0.083932270838458,0.370109855555556,0.0911396749023183,0.341956522222222,0.0814765718586757
IDRBS-129,0.0620266666666666,0.0334191920575214,0.111007111111111,0.0428983798830283,0.215733777777778,0.0437992368723126,0.280649111111111,0.0520124308131105,0.350826777777778,0.0482069230364991,0.323040444444444,0.113598032903217
IDRBS-130,0.0831919777777778,0.0228098776933798,0.190519422222222,0.0256667690328749,0.3622012,0.0465444579809724,0.547001533333333,0.0605265768432967,0.701988533333333,0.038609108602019,0.737421533333333,0.0497104624889721
IDRBS-131,0.0583343444444445,0.0328613328906525,0.107432788888889,0.0539140726421091,0.167648677777778,0.0443477372660313,0.182794344444444,0.0431604738826543,0.207536566666667,0.0757526887917023,0.178208011111111,0.0888213024154883
IDRBS-132,0.0240232666666667,0.0607838310446742,0.0864552555555556,0.0573221506821994,0.190325588888889,0.0417721738950239,0.257472144444444,0.0679024721365708,0.301219255555556,0.0706737462310636,0.2672067,0.0648627372150605
IDRBS-133,0.0705421777777778,0.0583315534324001,0.194923733333333,0.0529497877166897,0.3708064,0.0685471534435785,0.579439622222222,0.0419535216708555,0.697247622222222,0.100905017516534,0.614310955555556,0.0427146357083293
IDRBS-134,0.076471711111111,0.0532903810916061,0.151560266666667,0.0505494863159112,0.233842044444444,0.0414405301058671,0.327450488888889,0.0650457348696947,0.373468488888889,0.0475661835494883,0.359163488888889,0.057118925449133
IDRBS-135,0.0625178,0.0428107339975911,0.114573244444444,0.0438257997378859,0.190760911111111,0.0616594046399137,0.260145577777778,0.0591515987123928,0.317379577777778,0.0740624734435865,0.241772022222222,0.061353006892751
IDRBS-136,0.0549088333333334,0.0420269624553095,0.115193833333333,0.0858246999279345,0.205405277777778,0.0949710598452994,0.284175944444444,0.0981940372059209,0.295289055555556,0.106758750819419,0.269338944444444,0.0755645414564448
IDRBS-137,-0.0139574888888889,0.0773318667897401,0.0295106777777778,0.0972786809591749,0.110417077777778,0.0966951688257327,0.175091422222222,0.0455282367925878,0.214118644444444,0.074748851855231,0.204776755555556,0.0792737490005379
IDRBS-138,0.0728051777777778,0.0879566222520621,0.172944055555556,0.0476701798121769,0.210110833333333,0.0879443155800732,0.319786944444444,0.101451997331868,0.261062277777778,0.118741293766709,0.242975611111111,0.0793374571421571
IDRBS-139,0.144302511111111,0.114312738532965,0.191091255555556,0.0781391727767851,0.354392588888889,0.1299959854532,0.4139457,0.120700523293656,0.4055667,0.107678125210915,0.376783255555556,0.159347858339123
IDRBS-140,0.0199171333333333,0.0438403378325544,0.0707720222222222,0.0334146499177299,0.0307921111111111,0.0577641747728955,0.0609505,0.0401053682148662,0.0952625,0.0501135794159129,0.0733547222222222,0.037609281336785
IDRBS-141,0.167247622222222,0.0495564115540506,0.257775844444444,0.0690805298911913,0.394076955555555,0.0679595863370119,0.490871066666667,0.0810955328175973,0.637113066666667,0.107500900376322,0.628344733333333,0.0874613665530101
IDRBS-142,0.00774995555555556,0.075057031033077,0.0827132888888889,0.0944049282837957,0.0890255333333333,0.0789459665802345,0.153698577777778,0.106768751821176,0.158362911111111,0.107053091614015,0.171597466666667,0.108292072632915
IDRBS-143,-0.0243461777777778,0.0605471964922155,0.0173545888888889,0.0818391038339473,0.0389142111111111,0.0656440861668712,0.0519676555555556,0.0519733641094434,0.0172512333333333,0.0585845552813623,-0.0258965888888889,0.0609156893467817
IDRBS-144,0.176198577777778,0.0523259702925989,0.421557022222222,0.0516721407093507,0.531019911111111,0.0645203798032344,0.678823577777778,0.0781756864949835,0.665458688888889,0.088276148743608,0.606144688888889,0.0614791075573939
IDRBS-145,0.0530128888888889,0.0479518853337761,0.1456999,0.0577750279075224,0.269318344444444,0.0537051839475742,0.383714344444444,0.0585856745200375,0.472733788888889,0.0280669061115776,0.4717849,0.0701482788344803
IDRBS-146,0.0196275444444445,0.0733456917681623,0.0544523666666667,0.0898902933506867,0.0713856,0.0715570656213452,0.0407091,0.0744048920427784,0.0444239333333333,0.0553640118241309,0.0576371666666667,0.0529523493519173
IDRBS-147,0.0443620222222222,0.0531655910106757,0.112989966666667,0.0980074716886932,0.117123855555556,0.0945210926847166,0.113914966666667,0.0671159922092715,0.1201443,0.0722127001476195,0.0837351666666667,0.0842983854098642
IDRBS-148,0.0203370777777778,0.0921513339912366,0.121227433333333,0.0844551130213559,0.0744317666666667,0.0680751496270849,0.0893772111111111,0.0523102046441333,0.155625766666667,0.081181395920802,0.0858353222222222,0.0539703272557657
IDRBS-149,0.00967498888888893,0.0595625309038628,0.0347413666666667,0.0472057592487399,0.0570333000000001,0.0549200997839817,0.141408677777778,0.053473600213301,0.181415677777778,0.0550775075043973,0.195839233333333,0.0732197915385758
IDRBS-150,0.0469225111111111,0.0419594098089882,0.115246088888889,0.0404898307152378,0.210105088888889,0.0477795802278402,0.279754977777778,0.0378276383789941,0.365030755555556,0.0387677524582646,0.375959866666667,0.0708626356480445
IDRBS-151,0.0482223666666667,0.0856283030060885,0.2139607,0.109878199512597,0.324922366666667,0.0877898712799774,0.455997144444444,0.0682956248328381,0.5354117,0.0912203090131523,0.566619144444444,0.0548171102280827
IDRBS-152,0.0436496777777778,0.0774149988159074,0.0867304111111111,0.0347447131818081,0.173821411111111,0.0577169294270417,0.202708744444444,0.0604506369970804,0.252556077777778,0.0487281240662869,0.295370188888889,0.0796460550494255
IDRBS-153,0.0235148444444444,0.0451843918922262,0.0792922777777778,0.0999639069971229,0.133933744444444,0.0554396951923238,0.307232522222222,0.068903006977268,0.332197744444444,0.0716379628977735,0.414586966666667,0.09032912712528
IDRBS-154,0.0452660444444444,0.0822289003639857,0.296375755555556,0.132611434915123,0.677605088888889,0.145681182840153,0.930380644444444,0.163728010506977,0.988382422222222,0.145507873492002,0.940986422222222,0.119690444688536
IDRBS-155,0.0667967999999999,0.0398709622094514,0.167622911111111,0.0411487963170688,0.327093466666667,0.0739058113026811,0.555082022222222,0.0666083030297421,0.674142466666667,0.0802501246390466,0.656605911111111,0.0988369281598159
IDRBS-156,0.0636475333333334,0.0594466721680869,0.1297442,0.0591711415075795,0.239391311111111,0.0637907550979851,0.378403533333333,0.0602421326963945,0.4462712,0.0821527950441128,0.415878422222222,0.0803254124023303
IDRBS-157,0.0429812666666667,0.113675728398194,0.0540988555555556,0.104845771142833,0.126940411111111,0.110933077252655,0.203875311111111,0.127715054887917,0.246076755555556,0.114155815996997,0.297124533333333,0.0998777367166352
IDRBS-158,0.0407051444444445,0.0433314771873205,0.0926265888888889,0.0597359953396493,0.124200811111111,0.0296356984445046,0.181041255555556,0.0834812646631583,0.214624588888889,0.0604850089242666,0.178285033333333,0.0747176250409333
IDRBS-159,0.0879992444444445,0.0452408516640965,0.149252466666667,0.0483258938033225,0.224283688888889,0.0602379819787824,0.329829244444444,0.0536947235090915,0.381306911111111,0.0714004942510983,0.437462022222222,0.0874176458880553
IDRBS-160,0.0393999222222222,0.0455938575750281,0.1197161,0.0582026657489801,0.151096655555556,0.0833920568325622,0.228873211111111,0.0563161990105744,0.281293877777778,0.0524910467916382,0.289828766666667,0.0487222510493153
IDRBS-161,0.0790780555555556,0.0351481032886595,0.147550388888889,0.065897222736422,0.229792833333333,0.0408129052655224,0.344976055555556,0.0611764178149169,0.458363944444444,0.051017576863668,0.470886611111111,0.0531225253317612
IDRBS-162,0.0597286555555556,0.0332472979974731,0.1304141,0.0346975761423619,0.263823433333333,0.071167811875735,0.439948211111111,0.0837850219727018,0.5323471,0.113551148385562,0.503916766666667,0.141373743945455
IDRBS-163,0.0777471555555556,0.0348795817977406,0.264234155555556,0.0336680802030689,0.673867711111111,0.096827249618295,1.46204415555556,0.190240000558269,2.04060682222222,0.15594989064192,1.8106236,0.14425888710148
IDRBS-164,0.0605337000000001,0.0229229911760006,0.131033366666667,0.0403132582912248,0.275885588888889,0.0576651408540386,0.476037477777778,0.0393445088315948,0.602308255555556,0.0542277982079559,0.6386117,0.0676568801407514
IDRBS-165,0.0376268555555556,0.0431551350264981,0.123953744444444,0.070019523253199,0.202000522222222,0.0461225111463691,0.328878077777778,0.0784427770662918,0.351607966666667,0.031558074540084,0.323921522222222,0.0361132361174119
IDRBS-166,0.0623788444444444,0.056399284649699,0.108177177777778,0.0454645968558443,0.170403622222222,0.054626803457318,0.272439622222222,0.0382532932989363,0.290117177777778,0.0718293543877741,0.364865844444444,0.0935660766033704
IDRBS-167,0.0617290222222222,0.0611022180084483,0.221061711111111,0.0733038720778352,0.4285606,0.105876809078015,0.690127488888889,0.100064465792826,0.762432377777778,0.160767515341679,0.555591266666667,0.124262555008709
IDRBS-168,0.141421655555556,0.0520822700142551,0.328622322222222,0.0511477713339442,0.591638211111111,0.105565870845985,0.675793544444445,0.149179950415305,0.757549322222222,0.194745628956928,0.831669211111111,0.172741051128188
IDRBS-169,-0.0211168,0.0358486054452262,0.0567642333333333,0.0510740926058408,0.112219522222222,0.0546585229617207,0.173599855555556,0.0589903532205926,0.222643522222222,0.0761629466777116,0.237251411111111,0.0953441359824956
IDRBS-170,0.0495122333333333,0.0318699550503683,0.120039122222222,0.0426037359169585,0.1976159,0.0405263383710211,0.250509677777778,0.0537948800561628,0.310722233333333,0.066742806564734,0.251058233333333,0.0739879806670482
IDRBS-171,0.0334269666666667,0.031517720711173,0.0801646333333333,0.0247083659876063,0.141279077777778,0.053294869788723,0.2139143,0.0401817519839852,0.262729411111111,0.0580231874325998,0.267473966666667,0.029338294364235
IDRBS-172,0.0320122222222222,0.0534593283957482,0.0539167333333334,0.0728217071893917,0.0774901666666667,0.0710433654193866,0.126486277777778,0.0734030647095674,0.185174944444444,0.0810916345054487,0.193937611111111,0.118394114164931
IDRBS-173,0.0514284444444444,0.051282923306158,0.117866111111111,0.054894853627946,0.176473666666667,0.0607314461893301,0.274702444444444,0.0552047664801263,0.329793333333333,0.0429078935517406,0.330641333333333,0.068020784463813
IDRBS-174,0.0430815555555556,0.029527438233409,0.176977555555556,0.0590985904764469,0.240540333333333,0.0671493107107213,0.336711888888889,0.0609839056029221,0.345761,0.0680934104390799,0.355592555555556,0.0371184620543171
IDRBS-175,0.0855189111111111,0.059443528786434,0.146866577777778,0.0542767417785182,0.225579577777778,0.0455923299365358,0.362694577777778,0.0875015969783805,0.422065355555556,0.0997842469095211,0.3862088,0.0903123293156726
IDRBS-176,-0.0284461555555556,0.113468191936079,-0.0377159777777778,0.087051755405761,-0.0492220111111111,0.107151355571785,-0.0309495222222222,0.132598418237264,-0.0310904555555556,0.105664618397907,-0.0376507555555556,0.082372390875434
IDRBS-177,0.0686419222222222,0.029415876752605,0.184797144444444,0.0289062852591401,0.312806811111111,0.0273177048672854,0.435708366666667,0.0487380587129299,0.5798837,0.061345036837384,0.707515366666667,0.0884837358801322
IDRBS-178,-0.0249896555555555,0.123052358083115,-0.0410534111111111,0.114479082352426,-0.0550660888888889,0.12255376226192,-0.0331931444444444,0.085746419823922,-0.0438136111111111,0.0480768418979045,-0.0643155444444444,0.0992159241810143
IDRBS-179,0.0698683444444444,0.0622358416819262,0.145462122222222,0.0785352483629131,0.221302566666667,0.05914271982421,0.257690233333333,0.0771432977722627,0.330731344444444,0.0652697828988099,0.327451566666667,0.100727272411224
IDRBS-180,0.0168999777777778,0.0560755552935006,0.147503388888889,0.0757486052439985,0.397225166666667,0.109751403048207,0.619940944444444,0.0785120144968448,0.707807944444445,0.0312124811073676,0.795408277777778,0.105015389684415
IDRBS-181,0.0871759555555556,0.0483448688741399,0.2066234,0.0438669140472634,0.3929004,0.0701744175382311,0.702436177777778,0.0934690665196216,0.915243511111111,0.0847595897205214,0.991108511111111,0.0851259009308631
IDRBS-182,0.0408359888888888,0.0431402977072321,0.138710155555556,0.0509181632967085,0.2099756,0.0483746108894687,0.384257933333333,0.0716755221994057,0.402268933333333,0.0602724674707076,0.467459933333333,0.0910617662087525
IDRBS-183,0.0804185444444444,0.0488997435208793,0.144425777777778,0.0330369051151049,0.212680222222222,0.0405399371827886,0.338481222222222,0.0257956300152651,0.465424777777778,0.0564349789504209,0.447856222222222,0.0486921441803957
IDRBS-184,0.0760875444444444,0.0264345326765062,0.1449341,0.0324302352477206,0.297703211111111,0.0463158575609759,0.530617211111111,0.0751434687982503,0.744832766666667,0.094913162894814,0.8920471,0.0728932905629695
IDRBS-185,0.0556619888888889,0.0353474981709966,0.130944511111111,0.0353260617019306,0.317200844444444,0.0588651699565225,0.537305955555555,0.0502931348554181,0.748823844444444,0.0657795692054932,0.891260733333333,0.0989693033055326
IDRBS-186,0.0420251333333333,0.0429993971018781,0.145790944444444,0.0307178850351107,0.267333055555556,0.0439498369266631,0.525545833333333,0.0437708663042839,0.647461611111111,0.0844651363962589,0.711408833333333,0.0579745137174733
IDRBS-187,0.0437678555555555,0.0751094635579484,0.190357144444444,0.0806755673521592,0.388656477777778,0.122830461152698,0.513314255555556,0.104587973785196,0.560113588888889,0.102054043933477,0.566275144444444,0.152058685402028
IDRBS-188,0.0770766777777778,0.0463457216356801,0.117144122222222,0.0488717799704691,0.2098769,0.0340223320329823,0.359818122222222,0.072567327017446,0.416194455555556,0.0802162762392413,0.484176011111111,0.0881896226304354
IDRBS-189,0.0678017666666667,0.033763234599376,0.143449211111111,0.0419580750454976,0.324690766666667,0.0664255244227511,0.524309766666667,0.111726515606469,0.752392877777778,0.0842535321607168,0.807652433333333,0.109662336522105
IDRBS-190,0.0762995888888889,0.0565945216851296,0.177664588888889,0.0546327973084265,0.3523207,0.0723204835899381,0.626722144444444,0.0881780588252275,0.722068255555556,0.108282175292429,0.654069922222222,0.108736195672034
IDRBS-191,0.0706535555555556,0.035291215861249,0.174377333333333,0.0333225523300287,0.305717777777778,0.0489349631920465,0.561432444444444,0.0501682343197892,0.698544444444445,0.0486969387612331,0.685508555555556,0.108939213205302
IDRBS-192,0.0633852222222222,0.0480067322920124,0.167877666666667,0.0463880190346872,0.369970666666667,0.0756808816347464,0.529278333333333,0.0772145847172831,0.685972111111111,0.123168630793411,0.752538111111111,0.0989478856983494
IDRBS-193,0.0790969555555556,0.0301846650436157,0.189138622222222,0.0364322790768975,0.4017854,0.0503846444541142,0.668421844444444,0.0403549146002723,0.867757066666667,0.0501538667107781,0.979530511111111,0.0688089809133125
IDRBS-194,0.0098861111111111,0.103724177604771,0.0972200222222222,0.0649572518532146,0.222825133333333,0.0883428922017923,0.360662466666667,0.0705547836783765,0.438048022222222,0.0719091976545557,0.363120911111111,0.109771209628771
IDRBS-195,-0.00316013333333333,0.10097202569618,-0.00381083333333331,0.1169766070405,0.104554233333333,0.11605891853898,0.203802466666667,0.111242153023944,0.234615688888889,0.11029700336518,0.251274577777778,0.0897949132996795
IDRBS-196,0.0431184777777778,0.0241852808743654,0.1085232,0.061655364919628,0.203382533333333,0.0662947256746153,0.284795088888889,0.0840255772683747,0.379267533333333,0.104540351144056,0.430620644444444,0.0927973547187649
IDRBS-197,0.0505871888888889,0.0207601538905329,0.1542433,0.0365555890924698,0.2852473,0.0728124753347426,0.390913633333333,0.065624649971238,0.464504522222222,0.0603571993890699,0.540741522222222,0.0649080591884933
IDRBS-198,0.0320535,0.0293290942077999,0.0939765,0.0352162293023401,0.1817985,0.0500814366622005,0.302409055555556,0.0507903488167563,0.399692611111111,0.0432104081198744,0.4243085,0.0481726907819669
IDRBS-199,0.0505050333333333,0.0395908104869994,0.162403311111111,0.0276609167026078,0.296731755555556,0.033214130488322,0.510670644444444,0.0662015189927336,0.6577672,0.0562215624435367,0.766137311111111,0.101508780189344
IDRBS-200,0.0362774777777778,0.0439808439722562,0.112377144444444,0.0625055824072561,0.250889033333333,0.0552161869775748,0.430033811111111,0.0386528948735229,0.498054366666667,0.0413613113095137,0.521940366666667,0.063368736758101
IDRBS-201,0.0268920333333333,0.0570991205641558,0.134495033333333,0.082869671904292,0.263771255555556,0.0645029855859617,0.409513255555556,0.0436741060813244,0.461182255555556,0.0750433880955063,0.446354033333333,0.0494611828288103
